Rank,Name,,Country,Qualification,Semi-Final,Final
59,DAVID,OBERPRANTACHER,ITA,29   60. | 25+  56. [58.72],,
60,SHANE,MESSER,USA,29+  52. | 24+  59. [59.60],,
61,JOSH,LEVIN,USA,29   60. | 24+  59. [62.23],,
62,MARTIN,BERGANT,SLO,21+  69. | 25+  56. [63.39],,
63,GALO,HERNANDEZ,ECU,27   62. | 24+  59. [63.50],,
63,ALESSANDRO,ZENI,ITA,27   62. | 24+  59. [63.50],,
65,ALEX,FRICKER,CAN,26   65. | 24+  59. [64.50],,
66,CHI-FUNG,AU,HKG,23   67. | 24+  59. [65.73],,
66,BENJAMIN,AYALA,CHI,23   67. | 24+  59. [65.73],,
68,CARLOS FELIPE,GRANJA LOPEZ,ECU,24   66. | 23+  70. [68.21],,
69,GIORGIO,BENDAZZOLI,ITA,29+  52. [68.28],,
70,RAM,LEVIN,ISR,21   73. | 24+  59. [68.82],,
70,KYLE,MURDOCH,CAN,21   73. | 24+  59. [68.82],,
72,EDWIN,CRUCERIRA,ECU,21+  69. | 23+  70. [70.50],,
73,JEAN,OURIQUES,BRA,21+  69. | 23   72. [71.25],,
74,SANTIAGO,SCHMIDT,ARG,21   73. | 18+  74. [74.00],,
75,AIDAN,DOYLE,CAN,20+  76. | 22   73. [74.48],,
76,MAX,HAMMER,USA,21+  69. | 12+  79. [74.86],,
77,NICKOLAIE,RIVADENEIRA,ECU,20   77. | 16+  76. [76.50],,
78,TSUN-TING,IP,HKG,16+  79. | 17   75. [76.97],,
79,KATLEHO,POBE,RSA,16   80. | 14+  77. [79.23],,
80,IVAN,FILIPIUK,UKR,19+  78. | 11+  82. [79.97],,
81,HEI-YEUNG,LAM,HKG,14+  83. | 14+  77. [80.20],,
82,DHEREK,RENGIFO,ECU,16   80. | 12+  79. [80.25],,
83,BRYAM,MORENO,ECU,16   80. | 9+  83. [82.24],,
84,SANTIAGO,CHRISTENSEN,ARG,11+  85. | 12   81. [82.98],,
85,GUSTAVO GABRIEL,SUAREZ MUNNE,ARG,13+  84. | 9+  83. [83.75],,
