Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
15,LOÏC,TIMMERMANS,BEL,34+  16. | 32+  19. [20.57],27,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
16,ROMAIN,DESGRANGES,FRA,20   46. | top  1. [12.83],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
17,MARCO ANTONIO,JUBES ANGARITA,ESP,35+  15. | 37   16. [15.49],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
18,DMITRII,SHARAFUTDINOV,RUS,34+  16. | 36   17. [17.75],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
19,MARIO,LECHNER,AUT,37+  10. | 32   29. [18.81],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
20,MIKHAIL,CHERNIKOV,RUS,37+  10. | 31+  31. [20.05],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
21,JABEE,KIM,KOR,34+  16. | 32+  19. [20.57],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
22,HANNES,PUMAN,SWE,34+  16. | 31+  31. [24.56],26+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
23,JAKOB,SCHUBERT,AUT,41+  2. | top  1. [3.74],26,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
24,SERGEJ,EPIH,SLO,28+  32. | 32+  19. [27.42],26,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
25,VICTOR,ESTELLER OCAÑA,ESP,32+  21. | 32+  19. [22.74],22+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
26,EVGENII,ZAZULIN,RUS,32   24. | 32+  19. [24.24],20+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
27,CLEMENT,VERNAISON,FRA,28   33. | 32+  19. [28.27],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
28,ARMAN,TER-MINASYAN,RUS,32+  21. | 31   37. [28.72],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
29,MINORU,NAKANO,JPN,25+  37. | 32+  19. [29.69],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
30,JURE,RAZTRESEN,SLO,31+  27. | 31+  31. [30.35],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
31,ELKO,SCHELLINGERHOUT,NED,31   29. | 31+  31. [31.70],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
31,OR,WECHSLER,ISR,31   29. | 31+  31. [31.70],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
33,DMITRII,FAKIRIANOV,RUS,22+  42. | 32+  19. [31.79],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
33,LUDOVIC,LEFEVRE,FRA,22+  42. | 32+  19. [31.79],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
35,MARCELLO,BOMBARDI,ITA,22   45. | 32+  19. [32.52],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
36,SHINTA,OZAWA,JPN,31   29. | 29   40. [34.64],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
37,DANIEL,MORENO DE LOS HUERTO,ESP,32   24. | 23+  48. [34.82],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
38,CHARLI,BLEIN,FRA,31+  27. | 25+  44. [35.18],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
39,CHRISTOPH,HANKE,GER,28   33. | 31   37. [35.71],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
40,ELAN,JONASMCRAE,CAN,28   33. | 30+  39. [36.41],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
41,MARTIN,BERGANT,SLO,24+  40. | 31+  31. [36.61],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
42,EMMANUEL,LOPEZ,FRA,20   46. | 32   29. [37.24],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
43,TOMAS,RAVANAL,CHI,25   39. | 28+  41. [39.99],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
44,MARKUS,JUNG,GER,27+  36. | 25+  44. [40.25],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
45,RYDER,HOY,CAN,22+  42. | 27+  42. [42.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
46,LUKAS,KÖB,AUT,25+  37. | 23+  48. [42.65],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
47,NATHAN,MICHEL,FRA,20   46. | 26+  43. [44.96],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
48,MANUEL,ESCOBAR,VEN,24   41. | 18   50. [45.73],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
49,MORITZ,HANS,GER,13   51. | 25+  44. [47.91],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
50,TOMAS,BINTER,CZE,10+  53. | 25   47. [49.91],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
51,GHISLAIN,PIPERS,FRA,18+  50. | 18   50. [50.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
52,FILIP,BABICZ,ITA,19+  49. | 0 [50.96],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
53,SANTIAGO,SCHMIDT,ARG,11+  52. | 18   50. [51.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Men
1,JAIN,KIM,KOR,top  1. | top  1. [5.24],35+,top,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
2,MINA,MARKOVIC,SLO,top  1. | top  1. [5.24],41+,52,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
3,HÉLÈNE,JANICOT,FRA,top  1. | top  1. [5.24],38,50+,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
4,DINARA,FAKHRITDINOVA,RUS,top  1. | top  1. [5.24],37+,50+,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
5,CHARLOTTE,DURIF,FRA,top  1. | 40+  10. [7.95],33+,50+,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
6,AKIYO,NOGUCHI,JPN,top  1. | top  1. [5.24],36+,44+,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
7,KATHARINA,POSCH,AUT,36+  21. | 40+  10. [16.61],32+,38+,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
8,MAGDALENA,RÖCK,AUT,top  1. | top  1. [5.24],39+,33,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
9,NIKKI,VAN BERGEN,NED,top  1. | top  1. [5.24],30+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
10,JENNY,LAVARDA,ITA,40+  11. | 40   14. [14.73],30+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
11,JULIA,SERRIÈRE,FRA,40   18. | 40   14. [16.93],30+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
12,BARBARA,BACHER,AUT,38+  20. | 36   21. [20.74],30+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
13,RISA,OTA,JPN,40   18. | 40   14. [16.93],29+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
14,KATHERINE,CHOONG,SUI,34+  30. | 37+  18. [24.14],29+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
15,YUKA,KOBAYASHI,JPN,40+  11. | 24   43. [24.82],29+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
16,ANAK,VERHOEVEN,BEL,top  1. | 37+  18. [10.09],29,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
17,EVGENIIA,MALAMID,RUS,36+  21. | top  1. [10.95],29,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
18,JULIA,CHANOURDIE,FRA,40+  11. | 35+  23. [18.33],28+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
18,SALOMÉ,ROMAIN,FRA,40+  11. | 35+  23. [18.33],28+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
20,MOMOKA,ODA,JPN,top  1. | top  1. [5.24],24,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
21,MATHILDE,BRUMAGNE,BEL,40+  11. | 40+  10. [12.69],24,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
22,DANA,GILEMKHANOVA,RUS,34+  30. | 40+  10. [19.03],24,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
23,TINA,SUSTERSIC,SLO,36+  21. | 36+  20. [21.91],24,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
24,REBEKKA,STOTZ,SUI,40+  11. | 25   40. [23.66],23+,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
25,CHRISTINA,STÜTZ,AUT,36+  21. | 35+  23. [24.00],23,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
26,MAJA,STREMFELJ,SLO,40+  11. | 24   43. [24.82],23,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
27,ANA,TIRIPA,GER,36+  21. | 36   21. [22.72],19,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
28,YANA,CHERESHNEVA,RUS,18   47. | 40   14. [27.13],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
29,KATHARINA,SAURWEIN,AUT,35+  28. | 34+  26. [27.22],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
30,SOL,SA,KOR,32+  34. | 32+  27. [30.30],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
31,MIHO,NONAKA,JPN,35+  28. | 28   34. [31.13],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
32,HANNARAI,SONG,KOR,34+  30. | 28+  30. [31.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
33,NATALIE,BERRY,GBR,30+  35. | 30+  28. [31.53],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
34,ANDREA BRIGITTA,SZEKELY,HUN,36+  21. | 24+  41. [31.56],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
35,PALOMA,SIMON,FRA,29+  37. | 29   29. [32.98],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
36,CLAUDIA,GHISOLFI,ITA,34+  30. | 26+  35. [33.67],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
37,MANUELA,SIGRIST,SUI,36+  21. | 19+  48. [33.94],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
38,ANASTASIIA,SAMOILINA,RUS,28+  39. | 28+  30. [35.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
39,HANNAH,BAEHR,GER,30+  35. | 26+  35. [35.75],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
40,KATRIN,AMANN,SWE,26   42. | 28+  30. [36.37],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
41,FEDERICA,MINGOLLA,ITA,29+  37. | 26+  35. [36.74],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
42,TINA JOHNSEN,HAFSAAS,NOR,23   45. | 28+  30. [37.65],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
43,IRATI,ANDA VILLANUEVA,ESP,28+  39. | 26   38. [38.99],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
44,EVGENIYA,LAPSHINA,RUS,28+  39. | 25+  39. [39.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
45,EMILIA,GRUSZEWSKA,POL,25   43. | 24   43. [43.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
46,SABINE,VANDEWOESTYNE,FRA,18   47. | 24+  41. [44.40],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
47,OLENA,OSTAPENKO,UKR,24   44. | 23+  46. [44.99],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
48,FRANCIS,RODRIGUEZ,VEN,21   46. | 23   47. [46.50],,,Briançon_(FRA)_2013,19 July - 20 July 2013,Women
1,SACHI,AMMA,JPN,top  1. | top  1. [1.50],49+,54+,Imst_(AUT)_2013,9 August - 10 August 2013,Men
2,JAKOB,SCHUBERT,AUT,top  1. | top  1. [1.50],46+,54+,Imst_(AUT)_2013,9 August - 10 August 2013,Men
3,RAMÓN,JULIAN PUIGBLANQUE,ESP,24   25. | 39+  3. [11.29],56+,52+,Imst_(AUT)_2013,9 August - 10 August 2013,Men
4,HYUNBIN,MIN,KOR,38+  7. | 38+  8. [8.22],49+,51+,Imst_(AUT)_2013,9 August - 10 August 2013,Men
5,MAGNUS,MIDTBOE,NOR,9   38. | 39+  3. [13.96],44+,44+,Imst_(AUT)_2013,9 August - 10 August 2013,Men
6,THOMAS,BALLET,FRA,39+  5. | 29   15. [8.80],45+,41+,Imst_(AUT)_2013,9 August - 10 August 2013,Men
7,GAUTIER,SUPPER,FRA,37+  9. | 39+  3. [6.89],43+,40,Imst_(AUT)_2013,9 August - 10 August 2013,Men
8,ROMAIN,DESGRANGES,FRA,43+  3. | 39+  3. [4.18],48+,35,Imst_(AUT)_2013,9 August - 10 August 2013,Men
9,MANUEL,ROMAIN,FRA,39   6. | 38+  8. [7.35],43+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
10,SEAN,MCCOLL,CAN,43+  3. | 39+  3. [4.18],42+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
11,MIKHAIL,CHERNIKOV,RUS,30+  14. | 30+  11. [12.96],42+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
12,URBAN,PRIMOZIC,SLO,38+  7. | 28   17. [11.78],40+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
13,MARIO,LECHNER,AUT,35   12. | 28   17. [14.90],39+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
14,MINORU,NAKANO,JPN,28   17. | 26   25. [21.12],39,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
15,SERGEJ,EPIH,SLO,35+  11. | 29   15. [13.06],38+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
16,CHRISTOPH,HANKE,GER,26+  20. | 26+  23. [21.68],38+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
17,DAISUKE,KASAHARA,JPN,28+  16. | 28   17. [17.20],37+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
18,BERNHARD,RÖCK,AUT,21   33. | 38+  8. [17.36],37+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
19,STEFANO,GHISOLFI,ITA,21+  30. | 30+  11. [19.29],37+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
20,FRANCESCO,VETTORATA,ITA,22+  28. | 28   17. [22.76],37+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
21,NAOTO,HAKAMADA,JPN,9   38. | 29+  14. [23.37],37,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
22,ARMAN,TER-MINASYAN,RUS,34+  13. | 30+  11. [12.49],36+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
23,THOMAS,TAUPORN,GER,37+  9. | 26+  23. [14.94],33+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
24,TOMAS,RAVANAL,CHI,27   19. | 27+  21. [20.21],33+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
25,SEBASTIAN,HALENKE,GER,28   17. | 25+  28. [23.29],33+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
26,MARTIN,BERGANT,SLO,29   15. | 27+  21. [17.96],28+,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
27,MARCELLO,BOMBARDI,ITA,24+  22. | 25+  28. [26.70],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
27,LUDOVIC,LEFEVRE,FRA,24+  22. | 25+  28. [26.70],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
27,ELKO,SCHELLINGERHOUT,NED,24+  22. | 25+  28. [26.70],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
30,DANIEL,MORENO DE LOS HUERTO,ESP,26   21. | 24   35. [27.30],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
31,MAX,RUDIGIER,AUT,16+  35. | 26   25. [29.87],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
32,LUKAS,KÖB,AUT,22   29. | 25+  28. [29.98],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
33,TOMOA,NARASAKI,JPN,24   25. | 23+  37. [30.72],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
34,RUBEN,FIRNENBURG,GER,21   33. | 25+  28. [32.23],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
35,OR,WECHSLER,ISR,23   27. | 20+  38. [32.24],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
36,YURY,NOVITSKIY,RUS,4   41. | 25.5+  27. [33.27],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
37,JABEE,KIM,KOR,9+  37. | 25+  28. [33.87],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
38,CESAR,GROSSO,BRA,21+  30. | 20+  38. [34.55],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
39,DAVID,FIRNENBURG,GER,21+  30. | 13+  40. [35.43],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
40,JURE,RAZTRESEN,SLO,9   38. | 24   35. [37.21],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
41,TOMAS,BINTER,CZE,15+  36. | 13+  40. [38.18],,,Imst_(AUT)_2013,9 August - 10 August 2013,Men
1,MINA,MARKOVIC,SLO,top  1. | top  1. [4.03],59+,60+,Imst_(AUT)_2013,9 August - 10 August 2013,Women
2,MOMOKA,ODA,JPN,top  1. | 50+  5. [5.70],56+,60+,Imst_(AUT)_2013,9 August - 10 August 2013,Women
3,JAIN,KIM,KOR,top  1. | 49   8. [7.43],52+,57.5,Imst_(AUT)_2013,9 August - 10 August 2013,Women
4,HÉLÈNE,JANICOT,FRA,top  1. | top  1. [4.03],51+,56.5+,Imst_(AUT)_2013,9 August - 10 August 2013,Women
5,MAGDALENA,RÖCK,AUT,top  1. | top  1. [4.03],59+,51+,Imst_(AUT)_2013,9 August - 10 August 2013,Women
6,EVGENIIA,MALAMID,RUS,38   13. | 49   8. [10.71],53,47+,Imst_(AUT)_2013,9 August - 10 August 2013,Women
7,JESSICA,PILZ,AUT,top  1. | 43+  13. [9.37],51+,43+,Imst_(AUT)_2013,9 August - 10 August 2013,Women
8,DINARA,FAKHRITDINOVA,RUS,23+  23. | top  1. [7.58],56+,38,Imst_(AUT)_2013,9 August - 10 August 2013,Women
9,MATHILDE,BRUMAGNE,BEL,top  1. | 45+  12. [8.83],49+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
10,REBEKKA,STOTZ,SUI,top  1. | 42+  16. [10.51],48+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
11,TINA,SUSTERSIC,SLO,24   22. | 24   30. [25.69],48,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
12,YANA,CHERESHNEVA,RUS,top  1. | 49+  7. [6.75],46,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
13,KATHARINA,POSCH,AUT,top  1. | 26   28. [13.49],45+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
14,TINA JOHNSEN,HAFSAAS,NOR,16+  30. | 47   11. [18.61],44+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
15,MAJA,STREMFELJ,SLO,30+  18. | 42+  16. [17.49],44,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
16,KATHARINA,SAURWEIN,AUT,top  1. | 50   6. [6.24],43+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
17,BARBARA,BACHER,AUT,38   13. | 48+  10. [11.62],38+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
18,CHRISTINA,STÜTZ,AUT,17   29. | 43   15. [20.86],38+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
19,YUKA,KOBAYASHI,JPN,35+  17. | 42+  16. [17.00],36+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
20,MANUELA,SIGRIST,SUI,24+  19. | 39+  20. [20.98],36+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
21,NIKKI,VAN BERGEN,NED,top  1. | 43+  13. [9.37],36,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
22,IEVGENIIA,KAZBEKOVA,UKR,37+  15. | 40+  19. [17.16],35+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
23,HANNAH,BAEHR,GER,37+  15. | 39+  20. [18.47],35+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
24,KATJA,DEBEVEC,SLO,20+  24. | 39+  20. [23.92],31+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
25,JERA,LENARDIC,SLO,20+  24. | 39+  20. [23.92],30+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
26,EILLEEN,JUBES ANGARITA,ESP,24+  19. | 23   33. [25.69],28+,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
27,DENISE,BERTRAM,GER,24+  19. | 25+  29. [24.08],25,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
28,ANDREA,EBNER,ITA,20+  24. | 37+  26. [26.00],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
29,MONA,KELLNER,GER,20+  24. | 33+  27. [26.50],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
30,JENNY,LAVARDA,ITA,11   34. | 39+  20. [27.35],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
31,EKATERINA,NOVITSKAIA,RUS,16+  30. | 38+  25. [28.06],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
32,SAKIKO,OSAWA,JPN,20+  24. | 23+  31. [28.62],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
33,GIULIA,ALTON,ITA,16+  30. | 23+  31. [31.50],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
34,MIHO,NONAKA,JPN,16+  30. | 8+  35. [33.20],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
35,ANASTASIA,KARKAVINA,RUS,8+  35. | 18+  34. [34.50],,,Imst_(AUT)_2013,9 August - 10 August 2013,Women
1,JAKOB,SCHUBERT,AUT,top  1. | top  1. [6.71],top,44,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
2,SACHI,AMMA,JPN,top  1. | top  1. [6.71],top,39+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
3,SEAN,MCCOLL,CAN,top  1. | top  1. [6.71],50+,39+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
4,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [6.71],top,38,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
5,MANUEL,ROMAIN,FRA,top  1. | top  1. [6.71],50,33+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
6,MAGNUS,MIDTBOE,NOR,top  1. | top  1. [6.71],top,30+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
7,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [6.71],top,30+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
8,HYUNBIN,MIN,KOR,40+  14. | top  1. [11.62],50+,30+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
9,DOMEN,SKOFIC,SLO,top  1. | top  1. [6.71],50,30+,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
10,THOMAS,BALLET,FRA,45   11. | top  1. [9.95],49+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
11,GAUTIER,SUPPER,FRA,top  1. | top  1. [6.71],48+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
12,AKITO,MATSUSHIMA,JPN,37   21. | top  1. [14.39],43,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
13,KLEMEN,BECAN,SLO,45+  10. | 40+  21. [14.49],42+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
14,FRANCESCO,VETTORATA,ITA,44   12. | top  1. [10.39],35+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
15,JURE,RAZTRESEN,SLO,40+  14. | top  1. [11.62],32+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
16,STEFANO,GHISOLFI,ITA,40   17. | top  1. [12.37],32,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
17,TOMAS,RAVANAL,CHI,41+  13. | 33   30. [20.40],32,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
18,CHRISTOPH,HANKE,GER,37+  19. | 36   25. [22.52],26+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
19,LUKAS,KÖB,AUT,37   21. | 34+  28. [25.60],26+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
20,FRANZ,KRAKENBERGER,SUI,34   27. | 37+  22. [24.37],23+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
21,MARCELLO,BOMBARDI,ITA,37   21. | 36+  24. [23.49],23,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
22,LOÏC,TIMMERMANS,BEL,37+  19. | top  1. [13.25],17+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
23,MARIO,LECHNER,AUT,39+  18. | top  1. [12.73],12,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
24,MIKHAIL,CHERNIKOV,RUS,37   21. | 41   20. [21.45],12,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
25,EVGENII,ZAZULIN,RUS,37   21. | 36   25. [24.45],9+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
26,SEUNGWOON,CHO,KOR,40+  14. | 41+  18. [16.66],9,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
27,HANWOOL,KIM,KOR,29+  39. | 41+  18. [27.03],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
28,DAISUKE,KASAHARA,JPN,32+  31. | 37   23. [27.55],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
29,MARTIN,TEKLES,GER,33+  28. | 34+  28. [28.75],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
