Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
78,STEPAN,POTUCEK,CZE,69.82,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
79,JOHANNES,HOFHERR,AUT,71.26,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
80,SHUTA,TANAKA,JPN,71.52,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
81,ILLIA,BAKHMET-SMOLENSKYI,UKR,75.68,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
81,CHRISTIAN,WAGNER,CHI,75.68,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
83,ROMAN,BATSENKO,UKR,78.5,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
83,GEVA,LEVIN,ISR,78.5,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
83,MATTHAIOS,VALSAMIDIS,GRE,78.5,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
86,SAMUEL,STEFANIK,SVK,80.24,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
87,LOVE YMER,ALBER,SWE,80.98,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
88,FILIP,HROMADA,SVK,83.38,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
89,EMIL,ABRAHAMSSON,SWE,84.32,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
90,ROMAN,SIVAKOV,LTU,85.17,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
91,YOTAM,BEN REUVEN,ISR,88.91,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
92,LUDOVICO,FOSSALI,ITA,89.22,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
93,VILKS,KASPARS,LAT,89.39,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
94,THEOFANIS-ERMIS,THEOCHAROPOULOS,GRE,91.04,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
95,VICTOR,SEBROS,GRE,92.71,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
96,ORFEAS,TSIAOUSIS,GRE,95.22,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
97,MIKAEL,SUIHKONEN,FIN,95.75,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
98,BOHDAN,BOTNAR,UKR,96.49,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
99,LEONID,OSADCHYI,UKR,97.99,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
,TAMÁS,FARKAS,HUN,dns,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
,ILMARI,PIIROINEN,FIN,dns,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Men
1,JANJA,GARNBRET,SLO,1.41,42+,top,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
2,BROOKE,RABOUTOU,USA,2.83,36.5+,40,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
3,AKIYO,NOGUCHI,JPN,7.5,32+,33+,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
4,VIKTORIIA,MESHKOVA,RUS,10.91,35,22+,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
5,MIHO,NONAKA,JPN,13.23,32,22+,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
6,VITA,LUKAN,SLO,4.9,35+,19+,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
7,LAURA,ROGORA,ITA,2.0,42,13+,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
8,LUCKA,RAKOVEC,SLO,6.32,36.5+,13+,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
9,FUTABA,ITO,JPN,19.62,31+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
10,JULIA,CHANOURDIE,FRA,11.75,30+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
11,MIA,KRAMPL,SLO,14.73,30+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
12,ELISKA,ADAMOVSKA,CZE,16.36,30+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
13,MOMOKO,ABE,JPN,13.23,29+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
14,HELOÏSE,DOUMONT,BEL,8.25,26+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
15,ANNE-SOPHIE,KOLLER,SUI,10.91,26+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
16,LANA,SKUSEK,SLO,13.23,26+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
17,SALOMÉ,ROMAIN,FRA,24.0,26+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
18,ALEKSANDRA,TOTKOVA,BUL,9.17,24+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
19,MANON,HILY,FRA,21.63,24+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
20,CLAUDIA,GHISOLFI,ITA,24.74,24+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
21,KYRA,CONDIE,USA,22.1,23+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
22,EVA MARIA,HAMMELMÜLLER,AUT,23.14,23,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
23,GIORGIA,TESIO,ITA,25.79,23,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
24,JULIA,FISER,AUT,21.24,20,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
25,NATALIA,GROSSMAN,USA,9.37,18+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
26,TJASA,SLEMENSEK,SLO,26.06,15+,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
27,MAYA,MADERE,USA,26.86,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
28,MIU,KAKIZAKI,JPN,28.98,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
29,LYNN,VAN DER MEER,NED,29.52,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
30,EKATERINA,KIPRIIANOVA,RUS,31.0,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
31,TINA JOHNSEN,HAFSAAS,NOR,31.94,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
32,NINA,ARTHAUD,FRA,32.3,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
33,ARIANE,FRANKEN,AUT,33.2,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
33,LUCIE,WATILLON,BEL,33.2,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
33,ANNA,ZAIKINA,RUS,33.2,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
36,MICHELLE,HULLIGER,SUI,34.19,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
37,KÄTHE,ATKINS,GER,36.0,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
38,PETRA,KLINGLER,SUI,36.94,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
39,LUISA,FLOHÉ,GER,38.48,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
40,MAYA,DREAMER,ISR,40.19,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
41,JULIA,DUFFY,USA,42.74,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
42,EMILIA,WARENSKI,AUT,43.91,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
43,JANA,RAUTH,AUT,45.06,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
44,ROXANA,WIENAND,GER,45.6,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
45,VALERI,KREMER,ISR,45.63,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
45,HANNAH,SCHUBERT,AUT,45.63,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
47,AYALA,KEREM,ISR,47.68,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
47,IZIAR,MARTÍNEZ ALMENDROS,ESP,47.68,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
47,MICHAELA,SMETANOVA,CZE,47.68,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
47,AIDA,TORRES ILLAMOLA,ESP,47.68,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
51,SUNNIVA,ØVRE-EIDE,NOR,48.24,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
52,VALENTINA,AGUADO,ARG,50.92,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
52,IRINA,KUZMENKO,RUS,50.92,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
52,ANNIKA,STÖCKL,AUT,50.92,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
55,BIANCA,MAGALHAES DE CASTRO,BRA,51.2,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
56,ELZA ELIZABETE,BARAKA,LAT,53.16,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
56,INGRID,KINDLIHAGEN,NOR,53.16,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
58,ALEJANDRA,CONTRERAS,CHI,54.98,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
58,NAAMA,YOHAI,ISR,54.98,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
60,IGNACIA,MELLADO QUINTEROS,CHI,56.79,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
61,LAURA,LOIKAS,FIN,56.87,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
62,TEREZA,ŠIRŮČKOVÁ,CZE,58.98,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
63,KATHERINE,CHOONG,SUI,59.42,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
64,MARTINA,DEMMEL,GER,59.65,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
65,ALEKSANDRA,KALUCKA,POL,62.4,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
66,KATRIN,AMANN,SWE,62.92,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
67,BIANKA,JANECKA,POL,63.69,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
67,RUT,MONSECH GASCA,ESP,63.69,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
69,ELIZABETH,SEPULVEDA,PUR,66.25,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
70,EDEL,LEMVIK,NOR,67.74,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
71,VANDA,MICHALKOVA,SVK,68.23,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
72,ALEXANDRA,GULLBERG,SWE,69.2,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
73,EVDOXIA - AIKATERINI,KALLIA,GRE,69.91,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
74,ANASTASIJA,TERIOCHINA,LTU,70.62,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
75,ARTA,MATELSONE,LAT,74.25,,,Innsbruck_(AUT)_2021,23 June - 26 June 2021,Women
1,SEAN,BAILEY,USA,9.64,40,38,Villars_(SUI)_2021,1 July - 3 July 2021,Men
2,ALEXANDER,MEGOS,GER,5.61,37+,35+,Villars_(SUI)_2021,1 July - 3 July 2021,Men
3,COLIN,DUFFY,USA,7.04,36,31+,Villars_(SUI)_2021,1 July - 3 July 2021,Men
4,SEBASTIAN,HALENKE,GER,18.04,37+,26.5+,Villars_(SUI)_2021,1 July - 3 July 2021,Men
5,ALBERTO,GINÉS LÓPEZ,ESP,12.96,40+,26.5,Villars_(SUI)_2021,1 July - 3 July 2021,Men
6,PAUL,JENFT,FRA,8.31,36,26,Villars_(SUI)_2021,1 July - 3 July 2021,Men
7,MASAHIRO,HIGUCHI,JPN,18.04,37+,12,Villars_(SUI)_2021,1 July - 3 July 2021,Men
8,ZENTO,MURASHITA,JPN,14.78,36+,11+,Villars_(SUI)_2021,1 July - 3 July 2021,Men
9,KOKORO,FUJII,JPN,9.64,36,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
10,DMITRII,FAKIRIANOV,RUS,14.73,36,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
11,STEFANO,GHISOLFI,ITA,4.24,35+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
12,SASCHA,LEHMANN,SUI,6.93,34+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
13,SATONE,YOSHIDA,JPN,10.36,34+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
14,SHUTA,TANAKA,JPN,18.04,34+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
15,DOMEN,SKOFIC,SLO,9.64,33+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
16,MATHIAS,POSCH,AUT,13.78,31+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
17,SOHTA,AMAGASA,JPN,15.3,31+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
18,MARCELLO,BOMBARDI,ITA,18.56,31,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
19,VICTOR,BAUDRAND,CAN,19.08,29+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
20,HANNES,PUMAN,SWE,14.78,28+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
21,NIMROD,MARCUS,ISR,15.23,28+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
22,NATHANIEL,COLEMAN,USA,20.07,28+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
23,NICOLAS,COLLIN,BEL,21.2,28+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
24,MARTIN,BERGANT,SLO,7.55,28,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
25,LUKA,POTOCAR,SLO,9.64,28,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
26,ALBERTO,GOTTA,ITA,18.04,26+,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
27,MARK,BRAND,NED,23.27,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
28,PHILIPP,MARTIN,GER,26.7,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
28,STEFAN,SCHERZ,AUT,26.7,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
30,MILAN,PRESKAR,SLO,28.66,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
31,RISHAT,KHAIBULLIN,KAZ,29.09,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
32,ELLIS,ERNSBERGER,USA,31.0,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
32,MARTIN,STRANIK,CZE,31.0,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
34,ALEKSEY,RUBTSOV,RUS,32.47,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
35,LOUIS,GUNDOLF,AUT,33.41,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
35,MARTIN,TEKLES,GER,33.41,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
37,MIKEL ASIER,LINACISORO MOLINA,ESP,35.87,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
38,DYLAN,CHUAT,SUI,36.93,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
38,ADRIEN,LEMAIRE,FRA,36.93,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
38,MEJDI,SCHALCK,FRA,36.93,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
41,FEDIR,SAMOILOV,UKR,38.17,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
42,MICHAEL,PICCOLRUAZ,ITA,39.57,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
43,LETO,CAVÉ,NED,40.34,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
44,JONAS,BRANDENBURGER,GER,41.85,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
45,NIKOLAI,IARILOVETS,RUS,42.77,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
46,NINO,GRÜNENFELDER,SUI,42.81,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
47,CHRISTOPH,HANKE,GER,44.16,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
47,JAKUB,ZIETEK,POL,44.16,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
49,JULIEN,CLÉMENCE,SUI,44.54,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
49,SERGEI,LUZHETSKII,RUS,44.54,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
51,TIMOTHY,KANG,USA,47.0,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
52,PETER,KURIC,SVK,47.97,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
53,OSCAR,BAUDRAND,CAN,49.2,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
54,SEAN,FAULKNER,CAN,49.67,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
55,ZIGA,ZAJC,SLO,50.96,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
56,DIMITRI,VOGT,SUI,53.42,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
57,TOMAS,PLEVKO,SVK,54.18,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
58,YUVAL,SHEMLA,ISR,56.71,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
59,FREDRIK,SERLACHIUS,SWE,57.66,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
60,LEONID,OSADCHYI,UKR,58.6,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
61,ANDONI,ESPARTA FRADE,ESP,59.21,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
62,LUDOVICO,FOSSALI,ITA,60.88,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
63,GUILLEM,MONSECH GASCA,ESP,61.71,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
64,OR,MINIELY,ISR,62.19,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
65,FABIAN,FÖRANDER,SWE,63.71,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
66,CHRISTIAN,WAGNER,CHI,64.45,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
67,YOTAM,BEN REUVEN,ISR,64.99,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
68,BOHDAN,BOTNAR,UKR,67.5,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
,FILIP,SCHENK,ITA,dns,,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
1,JANJA,GARNBRET,SLO,1.41,top,top,Villars_(SUI)_2021,1 July - 3 July 2021,Women
