Name,AthleteUrl,Gender,Height,Active,Participations,Age
Franziska STERRER,https://ifsc.results.info/#/athlete/1240,Women,169,2012,101,25
Chloe CAULIER,https://ifsc.results.info/#/athlete/316,Women,166,2010,142,27
Anja KÖHLER,https://ifsc.results.info/#/athlete/3204,Women,-,2018,59,20
Bianca DE MAGALHAES DE CASTRO,https://ifsc.results.info/#/athlete/11614,Women,164,2019,29,35
Aleksandra TOTKOVA,https://ifsc.results.info/#/athlete/11464,Women,162,2019,63,18
Madison FISCHER,https://ifsc.results.info/#/athlete/1629,Women,-,2016,22,22
Indiana CHAPMAN,https://ifsc.results.info/#/athlete/1650,Women,158,2017,31,20
Alannah YIP,https://ifsc.results.info/#/athlete/1565,Women,164,2007,106,30
Babette ROY,https://ifsc.results.info/#/athlete/1649,Women,-,2017,32,21
Yuetong ZHANG,https://ifsc.results.info/#/athlete/3009,Women,160,2018,49,20
Hongchun XIANG,https://ifsc.results.info/#/athlete/7164,Women,-,2018,18,25
Zhilu LUO,https://ifsc.results.info/#/athlete/13596,Women,160,2022,25,18
Michaela SMETANOVA,https://ifsc.results.info/#/athlete/1438,Women,165,2017,77,20
Eliska ADAMOVSKA,https://ifsc.results.info/#/athlete/1400,Women,162,2015,80,22
Laura LOIKAS,https://ifsc.results.info/#/athlete/2811,Women,-,2017,19,21
Zélia AVEZOU,https://ifsc.results.info/#/athlete/620,Women,158,2018,33,19
Oriane BERTONE,https://ifsc.results.info/#/athlete/11462,Women,164,2019,38,18
Selma ELHADJ MIMOUNE,https://ifsc.results.info/#/athlete/12451,Women,166,2021,22,19
Agathe CALLIET,https://ifsc.results.info/#/athlete/11653,Women,158,2019,22,20
Fanny GIBERT,https://ifsc.results.info/#/athlete/469,Women,165,2010,113,30
Jennifer WOOD,https://ifsc.results.info/#/athlete/653,Women,-,2012,65,29
Zoe PEETERMANS,https://ifsc.results.info/#/athlete/739,Women,-,2018,18,22
Erin MCNEICE,https://ifsc.results.info/#/athlete/11468,Women,160,2019,33,19
Anna LECHNER,https://ifsc.results.info/#/athlete/2021,Women,171,2018,12,20
Lucia DÖRFFEL,https://ifsc.results.info/#/athlete/4330,Women,165,2015,68,23
Roxana WIENAND,https://ifsc.results.info/#/athlete/4320,Women,162,2017,46,23
Hannah MEUL,https://ifsc.results.info/#/athlete/3113,Women,167,2015,87,22
Prateeksha ARUN,https://ifsc.results.info/#/athlete/2651,Women,-,2017,13,25
Noa SHIRAN,https://ifsc.results.info/#/athlete/4002,Women,170,2015,70,22
Ayala KEREM,https://ifsc.results.info/#/athlete/4017,Women,163,2017,40,22
Yael TAUB,https://ifsc.results.info/#/athlete/3986,Women,-,2011,36,27
Giorgia TESIO,https://ifsc.results.info/#/athlete/914,Women,165,2014,77,23
Camilla MORONI,https://ifsc.results.info/#/athlete/947,Women,157,2015,62,22
Laura ROGORA,https://ifsc.results.info/#/athlete/928,Women,152,2015,119,22
Ai MORI,https://ifsc.results.info/#/athlete/2380,Women,154,2017,42,20
Mia AOYAGI,https://ifsc.results.info/#/athlete/13321,Women,-,2022,17,20
Anon MATSUFUJI,https://ifsc.results.info/#/athlete/12297,Women,160,2022,15,20
Ryu NAKAGAWA,https://ifsc.results.info/#/athlete/11783,Women,171,2019,38,19
Melody SEKIKAWA,https://ifsc.results.info/#/athlete/14008,Women,-,2022,9,16
Mashiro KUZUU,https://ifsc.results.info/#/athlete/13992,Women,-,2022,11,19
Serika OKAWACHI,https://ifsc.results.info/#/athlete/2349,Women,158,2016,11,25
Nonoha KUME,https://ifsc.results.info/#/athlete/13041,Women,161,2021,14,20
Futaba ITO,https://ifsc.results.info/#/athlete/2357,Women,162,2016,92,21
Miho NONAKA,https://ifsc.results.info/#/athlete/2294,Women,163,2013,114,26
Nanako KURA,https://ifsc.results.info/#/athlete/2343,Women,160,2016,48,23
Chaehyun SEO,https://ifsc.results.info/#/athlete/2080,Women,163,2017,58,20
Gayeong OH,https://ifsc.results.info/#/athlete/13556,Women,169,2022,16,17
Yejoo SEO,https://ifsc.results.info/#/athlete/13558,Women,160,2022,21,17
