FName,LName,full_name,ExtraData,AthleteURL
ANNE-SOPHIE,KOLLER,ANNE-SOPHIE KOLLER,SUI • 1996,https://ifsc.results.info/#/athlete/3426
NOÉ,LOOSER,NOÉ LOOSER,SUI • 2006,https://ifsc.results.info/#/athlete/12222
FEDERICA,PAPETTI,FEDERICA PAPETTI,ITA • 2004,https://ifsc.results.info/#/athlete/1023
NOLWENN,ARC,NOLWENN ARC,FRA • 2000,https://ifsc.results.info/#/athlete/530
VALENTINA,ARNOLDI,VALENTINA ARNOLDI,ITA • 2005,https://ifsc.results.info/#/athlete/12835
ALYSSA,MEYER,ALYSSA MEYER,RSA • 2002,https://ifsc.results.info/#/athlete/1068
SEBASTIAN,HALENKE,SEBASTIAN HALENKE,GER • 1995,https://ifsc.results.info/#/athlete/3125
ARSÈNE,DUVAL,ARSÈNE DUVAL,FRA • 1999,https://ifsc.results.info/#/athlete/516
JEREMY,BONDER,JEREMY BONDER,FRA • 1991,https://ifsc.results.info/#/athlete/470
DARIUS,RAPA,DARIUS RAPA,ROU • 2006,https://ifsc.results.info/#/athlete/12340
DYLAN,SOIN,DYLAN SOIN,AUS • 2006,https://ifsc.results.info/#/athlete/13854
STEPAN,POTUCEK,STEPAN POTUCEK,CZE • 2001,https://ifsc.results.info/#/athlete/1449
ANDRÉ,NERES,ANDRÉ NERES,POR • 1985,https://ifsc.results.info/#/athlete/3780
GUSTAVO,CUNHA,GUSTAVO CUNHA,POR • 2004,https://ifsc.results.info/#/athlete/11508
CAMILLE,POUGET,CAMILLE POUGET,FRA • 2002,https://ifsc.results.info/#/athlete/561
MEIJE,LERONDEL,MEIJE LERONDEL,FRA • 2007,https://ifsc.results.info/#/athlete/12476
INA,PLASSOUX DJIGA,INA PLASSOUX DJIGA,FRA • 1999,https://ifsc.results.info/#/athlete/12326
VIOLA,BATTISTELLA,VIOLA BATTISTELLA,ITA • 2004,https://ifsc.results.info/#/athlete/1022
LÉA,MARIGO,LÉA MARIGO,FRA • 1994,https://ifsc.results.info/#/athlete/539
HUGO,PARMENTIER,HUGO PARMENTIER,FRA • 1998,https://ifsc.results.info/#/athlete/492
ROMARIC,GEFFROY,ROMARIC GEFFROY,FRA • 1996,https://ifsc.results.info/#/athlete/593
ARNO,LUYPAERT,ARNO LUYPAERT,BEL • 1998,https://ifsc.results.info/#/athlete/369
ADRIEN,LEMAIRE,ADRIEN LEMAIRE,FRA • 1999,https://ifsc.results.info/#/athlete/518
LUCA,BOLDRINI,LUCA BOLDRINI,ITA • 2005,https://ifsc.results.info/#/athlete/11576
NATSUMI,HIRANO,NATSUMI HIRANO,JPN • 2002,https://ifsc.results.info/#/athlete/2369
RISA,OTA,RISA OTA,JPN • 1993,https://ifsc.results.info/#/athlete/2267
SAVINA,NICELLI,SAVINA NICELLI,ITA • 2004,https://ifsc.results.info/#/athlete/12525
HELEN,GILLETT,HELEN GILLETT,USA • 2003,https://ifsc.results.info/#/athlete/1990
GIULIA,BERNARDINI,GIULIA BERNARDINI,ITA • 2005,https://ifsc.results.info/#/athlete/11690
TIMOTEJ,ROMŠAK,TIMOTEJ ROMŠAK,SLO • 2004,https://ifsc.results.info/#/athlete/1187
GORAZD,JUREKOVIC,GORAZD JUREKOVIC,SLO • 2006,https://ifsc.results.info/#/athlete/12387
JOSÉ ALEJANDRO,SAUCEDA RODRÍGUEZ,JOSÉ ALEJANDRO SAUCEDA RODRÍGUEZ,MEX • 1997,https://ifsc.results.info/#/athlete/13636
ROSA,REKAR,ROSA REKAR,SLO • 2005,https://ifsc.results.info/#/athlete/13329
JENNIFER EUCHARIA,BUCKLEY,JENNIFER EUCHARIA BUCKLEY,SLO • 2007,https://ifsc.results.info/#/athlete/12653
ZALA,MLAKAR STARIC,ZALA MLAKAR STARIC,SLO • 2006,https://ifsc.results.info/#/athlete/8092
KERRY,SCOTT,KERRY SCOTT,USA • 1996,https://ifsc.results.info/#/athlete/1734
REBECCA,HOUNSELL,REBECCA HOUNSELL,NZL • 2006,https://ifsc.results.info/#/athlete/14895
MILICA,MARJANOVIC,MILICA MARJANOVIC,SRB • 2005,https://ifsc.results.info/#/athlete/11557
ISABELLA,DOMANESCHI,ISABELLA DOMANESCHI,NZL • 2005,https://ifsc.results.info/#/athlete/14918
JUNZHE,HU,JUNZHE HU,CHN • 2007,https://ifsc.results.info/#/athlete/14975
AMAN,VARMA,AMAN VARMA,IND • 2004,https://ifsc.results.info/#/athlete/11856
HYUNBIN,MIN,HYUNBIN MIN,KOR • 1989,https://ifsc.results.info/#/athlete/2039
JINWEI,YAO,JINWEI YAO,CHN • 2007,https://ifsc.results.info/#/athlete/13626
GUOQING,NI,GUOQING NI,CHN • 2004,https://ifsc.results.info/#/athlete/11391
NIMA,SANGZHU,NIMA SANGZHU,CHN • 2000,https://ifsc.results.info/#/athlete/3008
YONGCHEN,CHEN,YONGCHEN CHEN,CHN • 2002,https://ifsc.results.info/#/athlete/11382
FAZAL,WADOOD,FAZAL WADOOD,PAK • 2001,https://ifsc.results.info/#/athlete/4340
EMMA,BERNHARD,EMMA BERNHARD,GER • 2003,https://ifsc.results.info/#/athlete/3425
CHUNHUA,WU,CHUNHUA WU,CHN • 2006,https://ifsc.results.info/#/athlete/15134
ZIHAN,HUANG,ZIHAN HUANG,CHN • 2001,https://ifsc.results.info/#/athlete/11355
ROXY,PERRY,ROXY PERRY,AUS • 1997,https://ifsc.results.info/#/athlete/2490
ANISHA,VERMA,ANISHA VERMA,IND • 2004,https://ifsc.results.info/#/athlete/11373
YIXIN,LIU,YIXIN LIU,CHN • 2005,https://ifsc.results.info/#/athlete/15135
SANIYA FAROOQUE,SHAIKH,SANIYA FAROOQUE SHAIKH,IND • 2005,https://ifsc.results.info/#/athlete/11811
VEDDRIQ,LEONARDO,VEDDRIQ LEONARDO,INA • 1997,https://ifsc.results.info/#/athlete/3340
JINBAO,LONG,JINBAO LONG,CHN • 2000,https://ifsc.results.info/#/athlete/11460
XINSHANG,WANG,XINSHANG WANG,CHN • 2005,https://ifsc.results.info/#/athlete/14416
JIANGUO,LONG,JIANGUO LONG,CHN • 2003,https://ifsc.results.info/#/athlete/11395
EUNCHEOL,SHIN,EUNCHEOL SHIN,KOR • 1999,https://ifsc.results.info/#/athlete/2099
PENG,WU,PENG WU,CHN • 2002,https://ifsc.results.info/#/athlete/13598
ASPAR,ASPAR,ASPAR ASPAR,INA • 1992,https://ifsc.results.info/#/athlete/3278
MATTEO,ZURLONI,MATTEO ZURLONI,ITA • 2002,https://ifsc.results.info/#/athlete/1027
SAMUEL,WATSON,SAMUEL WATSON,USA • 2006,https://ifsc.results.info/#/athlete/13034
RAHMAD,ADI MULYONO,RAHMAD ADI MULYONO,INA • 2000,https://ifsc.results.info/#/athlete/3325
LUDOVICO,FOSSALI,LUDOVICO FOSSALI,ITA • 1997,https://ifsc.results.info/#/athlete/865
JOHN,BROSLER,JOHN BROSLER,USA • 1997,https://ifsc.results.info/#/athlete/1754
YAROSLAV,TKACH,YAROSLAV TKACH,UKR • 2001,https://ifsc.results.info/#/athlete/1511
AMIR,MAIMURATOV,AMIR MAIMURATOV,KAZ • 1995,https://ifsc.results.info/#/athlete/3362
MINHUI,WANG,MINHUI WANG,CHN • 2003,https://ifsc.results.info/#/athlete/11938
BASSA,MAWEM,BASSA MAWEM,FRA • 1984,https://ifsc.results.info/#/athlete/7613
JUN,YASUKAWA,JUN YASUKAWA,JPN • 2003,https://ifsc.results.info/#/athlete/12317
SEUNGBEOM,LEE,SEUNGBEOM LEE,KOR • 1999,https://ifsc.results.info/#/athlete/2069
YONGSU,LEE,YONGSU LEE,KOR • 1999,https://ifsc.results.info/#/athlete/2076
ZAENAL,ARIPIN,ZAENAL ARIPIN,INA • 1992,https://ifsc.results.info/#/athlete/11175
RYO,OMASA,RYO OMASA,JPN • 2002,https://ifsc.results.info/#/athlete/11381
MARCIN,DZIENSKI,MARCIN DZIENSKI,POL • 1993,https://ifsc.results.info/#/athlete/2845
ISAAC,ESTEVEZ,ISAAC ESTEVEZ,ECU • 1992,https://ifsc.results.info/#/athlete/3208
YONGJUN,JUNG,YONGJUN JUNG,KOR • 2003,https://ifsc.results.info/#/athlete/2130
CARLOS,GRANJA,CARLOS GRANJA,ECU • 1999,https://ifsc.results.info/#/athlete/3211
RISHAT,KHAIBULLIN,RISHAT KHAIBULLIN,KAZ • 1995,https://ifsc.results.info/#/athlete/3361
YUDAI,IKEDA,YUDAI IKEDA,JPN • 1998,https://ifsc.results.info/#/athlete/2391
ZACH,HAMMER,ZACH HAMMER,USA • 2006,https://ifsc.results.info/#/athlete/13592
RAFE,STOKES,RAFE STOKES,GBR • 2005,https://ifsc.results.info/#/athlete/13805
SHUTO,FUJINO,SHUTO FUJINO,JPN • 2004,https://ifsc.results.info/#/athlete/13043
NOAH,BRATSCHI,NOAH BRATSCHI,USA • 2000,https://ifsc.results.info/#/athlete/1798
KIROMAL,KATIBIN,KIROMAL KATIBIN,INA • 2000,https://ifsc.results.info/#/athlete/3324
LUKAS,KNAPP,LUKAS KNAPP,AUT • 1997,https://ifsc.results.info/#/athlete/1263
MICHAEL,FINN-HENRY,MICHAEL FINN-HENRY,CAN • 1999,https://ifsc.results.info/#/athlete/1843
TOBIAS,PLANGGER,TOBIAS PLANGGER,AUT • 2001,https://ifsc.results.info/#/athlete/1278
SEBASTIAN,LUCKE,SEBASTIAN LUCKE,GER • 2002,https://ifsc.results.info/#/athlete/11602
GIAN LUCA,ZODDA,GIAN LUCA ZODDA,ITA • 1999,https://ifsc.results.info/#/athlete/899
DANYIL,BOLDYREV,DANYIL BOLDYREV,GER • 1992,https://ifsc.results.info/#/athlete/12851
MERRITT,ERNSBERGER,MERRITT ERNSBERGER,USA • 1999,https://ifsc.results.info/#/athlete/1908
MARIUS,PAYET GABORIAUD,MARIUS PAYET GABORIAUD,FRA • 2005,https://ifsc.results.info/#/athlete/11737
JAN,KRIZ,JAN KRIZ,CZE • 1996,https://ifsc.results.info/#/athlete/1372
ZHANDOS,KALIBAY,ZHANDOS KALIBAY,KAZ • 2002,https://ifsc.results.info/#/athlete/14443
YANN,LE CLERCQ DE LANNOY,YANN LE CLERCQ DE LANNOY,FRA • 1999,https://ifsc.results.info/#/athlete/613
MILAD,ALIPOURSHENAZANDIFARD,MILAD ALIPOURSHENAZANDIFARD,IRI • 1999,https://ifsc.results.info/#/athlete/3551
YOUNG HYUN,KIM,YOUNG HYUN KIM,KOR • 1997,https://ifsc.results.info/#/athlete/2064
DYLAN,LE,DYLAN LE,CAN • 2005,https://ifsc.results.info/#/athlete/11854
DEEPU,MALLESH,DEEPU MALLESH,IND • 1998,https://ifsc.results.info/#/athlete/11702
MOTONORI,TABUCHI,MOTONORI TABUCHI,JPN • 2007,https://ifsc.results.info/#/athlete/14001
JULIAN,DAVID,JULIAN DAVID,NZL • 2005,https://ifsc.results.info/#/athlete/13915
ALESSANDRO,BOULOS,ALESSANDRO BOULOS,ITA • 1994,https://ifsc.results.info/#/athlete/6283
DONG JUN,KIM,DONG JUN KIM,KOR • 2006,https://ifsc.results.info/#/athlete/14468
DARREN,SKOLNIK,DARREN SKOLNIK,USA • 2002,https://ifsc.results.info/#/athlete/1936
ALFIAN,MUHAMMAD FAJRI,ALFIAN MUHAMMAD FAJRI,INA • 1997,https://ifsc.results.info/#/athlete/3270
MINSU,KANG,MINSU KANG,KOR • 2001,https://ifsc.results.info/#/athlete/11892
TAEUNG,MOON,TAEUNG MOON,KOR • 2001,https://ifsc.results.info/#/athlete/13155
QUINN,O'FRANCIA,QUINN O'FRANCIA,USA • 2004,https://ifsc.results.info/#/athlete/11886
VALENTIN,STERNIK,VALENTIN STERNIK,ARG • 2001,https://ifsc.results.info/#/athlete/3169
FLYNN,CHISHOLM,FLYNN CHISHOLM,NZL • 2005,https://ifsc.results.info/#/athlete/13914
DAMIR,TOKTAROV,DAMIR TOKTAROV,KAZ • 2007,https://ifsc.results.info/#/athlete/13060
JONGBIN,CHOI,JONGBIN CHOI,KOR • 1999,https://ifsc.results.info/#/athlete/2122
ADRIEN,LEVESQUE,ADRIEN LEVESQUE,CAN • 2005,https://ifsc.results.info/#/athlete/13932
GUILLAUME,MORO,GUILLAUME MORO,FRA • 1994,https://ifsc.results.info/#/athlete/474
CHEUK-NAM,WONG,CHEUK-NAM WONG,HKG • 2001,https://ifsc.results.info/#/athlete/2240
LIANG,ZHANG,LIANG ZHANG,CHN • 2003,https://ifsc.results.info/#/athlete/11409
REZA,ALIPOUR SHENAZANDIFARD,REZA ALIPOUR SHENAZANDIFARD,IRI • 1994,https://ifsc.results.info/#/athlete/3471
LONG,CAO,LONG CAO,CHN • 2000,https://ifsc.results.info/#/athlete/11414
LEANDER,CARMANNS,LEANDER CARMANNS,GER • 2004,https://ifsc.results.info/#/athlete/3115
ERIK,NOYA CARDONA,ERIK NOYA CARDONA,ESP • 1994,https://ifsc.results.info/#/athlete/11701
ETHAN,PITCHER,ETHAN PITCHER,CAN • 2001,https://ifsc.results.info/#/athlete/11893
ALEKSANDRA,MIROSLAW,ALEKSANDRA MIROSLAW,POL • 1994,https://ifsc.results.info/#/athlete/2848
NATALIA,KALUCKA,NATALIA KALUCKA,POL • 2001,https://ifsc.results.info/#/athlete/2879
DESAK,MADE RITA KUSUMA DEWI,DESAK MADE RITA KUSUMA DEWI,INA • 2001,https://ifsc.results.info/#/athlete/11357
ALEKSANDRA,KALUCKA,ALEKSANDRA KALUCKA,POL • 2001,https://ifsc.results.info/#/athlete/2878
LIJUAN,DENG,LIJUAN DENG,CHN • 2000,https://ifsc.results.info/#/athlete/3014
RAJIAH,SALLSABILLAH,RAJIAH SALLSABILLAH,INA • 1999,https://ifsc.results.info/#/athlete/3311
EMMA,HUNT,EMMA HUNT,USA • 2003,https://ifsc.results.info/#/athlete/1999
JIMIN,JEONG,JIMIN JEONG,KOR • 2004,https://ifsc.results.info/#/athlete/13154
DI,NIU,DI NIU,CHN • 1996,https://ifsc.results.info/#/athlete/2941
SHAOQIN,ZHANG,SHAOQIN ZHANG,CHN • 1999,https://ifsc.results.info/#/athlete/14415
ANNA,BROZEK,ANNA BROZEK,POL • 1995,https://ifsc.results.info/#/athlete/2855
GIULIA,RANDI,GIULIA RANDI,ITA • 2002,https://ifsc.results.info/#/athlete/966
CAPUCINE,VIGLIONE,CAPUCINE VIGLIONE,FRA • 2002,https://ifsc.results.info/#/athlete/569
YUJU,MU,YUJU MU,CHN • 2005,https://ifsc.results.info/#/athlete/13609
YAFEI,ZHOU,YAFEI ZHOU,CHN • 2004,https://ifsc.results.info/#/athlete/13611
ANDREA,ROJAS,ANDREA ROJAS,ECU • 1995,https://ifsc.results.info/#/athlete/3209
BEATRICE,COLLI,BEATRICE COLLI,ITA • 2004,https://ifsc.results.info/#/athlete/1024
NURUL,IQAMAH,NURUL IQAMAH,INA • 1995,https://ifsc.results.info/#/athlete/3290
MANON,LEBON,MANON LEBON,FRA • 2005,https://ifsc.results.info/#/athlete/11594
FRANZISKA,RITTER,FRANZISKA RITTER,GER • 2003,https://ifsc.results.info/#/athlete/3120
LISON,GAUTRON,LISON GAUTRON,FRA • 2002,https://ifsc.results.info/#/athlete/615
AI,TAKEUCHI,AI TAKEUCHI,JPN • 2005,https://ifsc.results.info/#/athlete/13436
TAMARA,ULZHABAYEVA,TAMARA ULZHABAYEVA,KAZ • 1987,https://ifsc.results.info/#/athlete/3357
KARIN,HAYASHI,KARIN HAYASHI,JPN • 2005,https://ifsc.results.info/#/athlete/13437
AURELIA,SARISSON,AURELIA SARISSON,FRA • 1997,https://ifsc.results.info/#/athlete/488
PIPER,KELLY,PIPER KELLY,USA • 1999,https://ifsc.results.info/#/athlete/1888
HEEJU,NOH,HEEJU NOH,KOR • 2004,https://ifsc.results.info/#/athlete/11360
FUMIKA,KAWAKAMI,FUMIKA KAWAKAMI,JPN • 2006,https://ifsc.results.info/#/athlete/13045
VICTOIRE,ANDRIER,VICTOIRE ANDRIER,FRA • 1996,https://ifsc.results.info/#/athlete/511
SOPHIA,CURCIO,SOPHIA CURCIO,USA • 2006,https://ifsc.results.info/#/athlete/13025
ASSEL,MARLENOVA,ASSEL MARLENOVA,KAZ • 1997,https://ifsc.results.info/#/athlete/3364
HANAREUM,SUNG,HANAREUM SUNG,KOR • 2005,https://ifsc.results.info/#/athlete/13158
CALLIE,CLOSE,CALLIE CLOSE,USA • 2004,https://ifsc.results.info/#/athlete/2000
HARUKA,KANETANI,HARUKA KANETANI,JPN • 2006,https://ifsc.results.info/#/athlete/14073
NATSUMI,HAYASHI,NATSUMI HAYASHI,JPN • 1991,https://ifsc.results.info/#/athlete/13438
SEOYEON,PARK,SEOYEON PARK,KOR • 2002,https://ifsc.results.info/#/athlete/2105
ANNA,BALARSHINA,ANNA BALARSHINA,KAZ • 2007,https://ifsc.results.info/#/athlete/13058
ABIGAIL,RUANO,ABIGAIL RUANO,ECU • 2005,https://ifsc.results.info/#/athlete/12006
SARAH,TETZLAFF,SARAH TETZLAFF,NZL • 2000,https://ifsc.results.info/#/athlete/3759
NAWOO,CHOI,NAWOO CHOI,KOR • 2002,https://ifsc.results.info/#/athlete/2082
GRACE,CROWLEY,GRACE CROWLEY,AUS • 2003,https://ifsc.results.info/#/athlete/11517
YENA,PI,YENA PI,KOR • 2002,https://ifsc.results.info/#/athlete/2110
SHIVPREET,PANNU,SHIVPREET PANNU,IND • 2000,https://ifsc.results.info/#/athlete/2648
YE JIN,JUNG,YE JIN JUNG,KOR • 2004,https://ifsc.results.info/#/athlete/14470
JORJA,RANGI,JORJA RANGI,NZL • 2002,https://ifsc.results.info/#/athlete/14049
ERICA,VELEV,ERICA VELEV,CAN • 2002,https://ifsc.results.info/#/athlete/2445
PATRYCJA,CHUDZIAK,PATRYCJA CHUDZIAK,POL • 1997,https://ifsc.results.info/#/athlete/2857
SHENGYAN,WANG,SHENGYAN WANG,CHN • 2000,https://ifsc.results.info/#/athlete/13606
MI,YANG,MI YANG,CHN • 2001,https://ifsc.results.info/#/athlete/12071
RAHARJATI,NURSAMSA,RAHARJATI NURSAMSA,INA • 2001,https://ifsc.results.info/#/athlete/13547
ZAINAL,ARIPIN,ZAINAL ARIPIN,INA • 1992,https://ifsc.results.info/#/athlete/11175
HINAYAH,MUHAMMAD,HINAYAH MUHAMMAD,INA • 1995,https://ifsc.results.info/#/athlete/3318
ADITYA,TRI SYAHRIA,ADITYA TRI SYAHRIA,INA • 2003,https://ifsc.results.info/#/athlete/14087
RAAMASKI,ASWIN KRISTANTO,RAAMASKI ASWIN KRISTANTO,INA • 2005,https://ifsc.results.info/#/athlete/14088
APHIWIT,LIMPANICHPAKDEE,APHIWIT LIMPANICHPAKDEE,THA • 2003,https://ifsc.results.info/#/athlete/3941
SABRI,SABRI,SABRI SABRI,INA • 1995,https://ifsc.results.info/#/athlete/3274
PIERRE,REBREYEND,PIERRE REBREYEND,FRA • 1997,https://ifsc.results.info/#/athlete/494
BEKNUR,ALTYNBEKOV,BEKNUR ALTYNBEKOV,KAZ • 2002,https://ifsc.results.info/#/athlete/3397
PANGERAN,SEPTO WIBOWO SIBURIAN,PANGERAN SEPTO WIBOWO SIBURIAN,INA • 1994,https://ifsc.results.info/#/athlete/3316
ALISHER,MURAT,ALISHER MURAT,KAZ • 1997,https://ifsc.results.info/#/athlete/10820
DAESEONG,KIM,DAESEONG KIM,KOR • 2000,https://ifsc.results.info/#/athlete/11981
MATVEY,YESSIPOV,MATVEY YESSIPOV,KAZ • 2003,https://ifsc.results.info/#/athlete/3410
HAYDEN,BARTON,HAYDEN BARTON,AUS • 2003,https://ifsc.results.info/#/athlete/13851
MOHD IZZAT,MOHD SHOKOR,MOHD IZZAT MOHD SHOKOR,MAS • 1992,https://ifsc.results.info/#/athlete/3348
JIT YI,DENZEL CHUA,JIT YI DENZEL CHUA,SGP • 2005,https://ifsc.results.info/#/athlete/11967
TAN,BING QIAN,TAN BING QIAN,SGP • 2001,https://ifsc.results.info/#/athlete/3683
TARIM,MEHMET ALİ,TARIM MEHMET ALİ,TUR • 2007,https://ifsc.results.info/#/athlete/13683
NARDA MUTIA,AMANDA,NARDA MUTIA AMANDA,INA • 2003,https://ifsc.results.info/#/athlete/11364
ALIVANY,VER KHADIJAH,ALIVANY VER KHADIJAH,INA • 2002,https://ifsc.results.info/#/athlete/3334
BERTHDIGNA DEVI SURYA,KUSUMA,BERTHDIGNA DEVI SURYA KUSUMA,INA • 1998,https://ifsc.results.info/#/athlete/3301
NURMA,ANJANI,NURMA ANJANI,INA • 2003,https://ifsc.results.info/#/athlete/14486
LIBERTY,RUNNELS,LIBERTY RUNNELS,USA • 2006,https://ifsc.results.info/#/athlete/13551
SUSAN,NURHIDAYAH,SUSAN NURHIDAYAH,INA • 2003,https://ifsc.results.info/#/athlete/13736
PUJA,LESTARI,PUJA LESTARI,INA • 2003,https://ifsc.results.info/#/athlete/13734
EKA,DIAN KRISMAWATI,EKA DIAN KRISMAWATI,INA • 2000,https://ifsc.results.info/#/athlete/14093
KOSTIANTYN,PAVLENKO,KOSTIANTYN PAVLENKO,UKR • 1998,https://ifsc.results.info/#/athlete/1492
RICHARD,LI,RICHARD LI,USA • 2006,https://ifsc.results.info/#/athlete/13033
KEVIN,AMON,KEVIN AMON,AUT • 2004,https://ifsc.results.info/#/athlete/13703
KAZUKI,TANII,KAZUKI TANII,JPN • 2006,https://ifsc.results.info/#/athlete/13999
GABRIEL,CANCEL,GABRIEL CANCEL,ECU • 2007,https://ifsc.results.info/#/athlete/13951
JOSHUA,BRUYNS,JOSHUA BRUYNS,RSA • 2003,https://ifsc.results.info/#/athlete/12310
EVAN,HOMAN,EVAN HOMAN,USA • 2006,https://ifsc.results.info/#/athlete/14557
JACK,WHITNEY,JACK WHITNEY,CAN • 2005,https://ifsc.results.info/#/athlete/13933
AIDAN,GODDARD,AIDAN GODDARD,USA • 1997,https://ifsc.results.info/#/athlete/13664
GINTA,UEGAKI,GINTA UEGAKI,JPN • 2007,https://ifsc.results.info/#/athlete/14009
ANDRÉS,ALENCASTER,ANDRÉS ALENCASTER,MEX • 2004,https://ifsc.results.info/#/athlete/13888
JOEY,KIM,JOEY KIM,USA • 2006,https://ifsc.results.info/#/athlete/14571
GIGA,JANKHOTELI,GIGA JANKHOTELI,GEO • 1993,https://ifsc.results.info/#/athlete/2456
GIORGI,JAPARIDZE,GIORGI JAPARIDZE,GEO • 1996,https://ifsc.results.info/#/athlete/2463
ISIS,ROTHFORK,ISIS ROTHFORK,USA • 2004,https://ifsc.results.info/#/athlete/14069
VALERIA,MACIAS FERREIRA,VALERIA MACIAS FERREIRA,MEX • 2001,https://ifsc.results.info/#/athlete/4221
KAILER,KORDEWICK,KAILER KORDEWICK,USA • 2007,https://ifsc.results.info/#/athlete/14056
SYDNEY,WILLIAMS,SYDNEY WILLIAMS,USA • 2006,https://ifsc.results.info/#/athlete/14568
MADELINE,MORRIS,MADELINE MORRIS,USA • 1997,https://ifsc.results.info/#/athlete/14569
MICAELA,PATAJO,MICAELA PATAJO,USA • 2007,https://ifsc.results.info/#/athlete/14570
