Rank,Name,,Country,Qualification,Final,event_name,date,gender
31,HYEONU,SONG,KOR,7.12,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
32,MINSOO,PARK,KOR,7.84,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
33,RISHAT,KHAIBULLIN,KAZ,8.17,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
34,SHUTO,FUJINO,JPN,8.55,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
35,SANGHYUN,CHO,KOR,8.78,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
36,LINUS,BADER,GER,9.22,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
37,HARAM,JEON,KOR,9.34,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
38,JOHN,BROSLER,USA,fall,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
38,JIHWAN,JU,KOR,fall,,Seoul_(KOR)_2022,6 May - 8 May 2022,Men
1,ALEKSANDRA,MIROSLAW,POL,6.64 (wr) (er),6.72,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
2,EMMA,HUNT,USA,7.99,7.23,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
3,ALEKSANDRA,KALUCKA,POL,7.40,7.24,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
4,FRANZISKA,RITTER,GER,7.55,7.58,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
5,RAJIAH,SALLSABILLAH,INA,7.26,fall,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
6,CAPUCINE,VIGLIONE,FRA,7.67,11.87,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
7,JIMIN,JEONG,KOR,8.12,8.17,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
8,NURIA,BROCKFELD,GER,8.20,10.86,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
9,DESAK,MADE RITA KUSUMA DEWI,INA,7.15,9.91,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
10,NURUL,IQAMAH,INA,7.31,8.38,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
11,PATRYCJA,CHUDZIAK,POL,7.51,7.47,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
12,BEATRICE,COLLI,ITA,7.80,7.79,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
13,NATALIA,KALUCKA,POL,7.83,9.02,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
14,AURELIA,SARISSON,FRA,8.05,7.23,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
15,ALIVANY,VER KHADIJAH,INA,8.18,7.96,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
16,LISON,GAUTRON,FRA,8.23,8.40,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
17,MARÍA,LABORDA SAGASTE,ESP,8.47,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
18,FUMIKA,KAWAKAMI,JPN,8.48,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
19,AI,TAKEUCHI,JPN,8.62,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
20,KARIN,HAYASHI,JPN,8.67,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
21,ANDREA,ROJAS,ECU,8.78,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
22,GIULIA,RANDI,ITA,9.14,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
23,HEEJU,NOH,KOR,9.22,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
24,CALLIE,CLOSE,USA,9.24,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
25,SEOYEON,PARK,KOR,9.30,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
26,YOUJIN,CHA,KOR,9.39,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
27,HANAREUM,SUNG,KOR,9.44,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
28,SOPHIA,CURCIO,USA,9.45,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
29,NAWOO,CHOI,KOR,9.86,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
30,HYEBIN,KIM,KOR,10.06,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
31,YENA,PI,KOR,10.72,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
32,VICTOIRE,ANDRIER,FRA,11.06,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
33,DASOM,YUN,KOR,11.23,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
34,GRACE,CROWLEY,AUS,11.57,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
35,YEJIN,JUNG,KOR,false start,,Seoul_(KOR)_2022,6 May - 8 May 2022,Women
1,KIROMAL,KATIBIN,INA,5.42,5.64,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
2,NOAH,BRATSCHI,USA,5.769,fall,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
3,VEDDRIQ,LEONARDO,INA,5.687,5.59,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
4,LUDOVICO,FOSSALI,ITA,5.70,fall,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
5,JOHN,BROSLER,USA,5.20 (par),6.27,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
6,AMIR,MAIMURATOV,KAZ,5.67,7.03,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
7,CARLOS,GRANJA,ECU,5.762,5.73,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
8,SAMUEL,WATSON,USA,6.03,fall,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
9,ERIK,NOYA CARDONA,ESP,5.685,7.69,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
10,MARCIN,DZIENSKI,POL,5.78,6.69,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
11,GUILLAUME,MORO,FRA,5.79,9.40,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
12,MERRITT,ERNSBERGER,USA,5.89,fall,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
13,PIERRE,REBREYEND,FRA,5.92,5.93,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
14,ETHAN,PITCHER,CAN,6.063,8.50,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
15,GIAN LUCA,ZODDA,ITA,6.067,6.91,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
16,QUINN,O'FRANCIA,USA,6.09,6.26,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
17,JOE,GOODACRE,USA,6.10,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
18,YUDAI,IKEDA,JPN,6.12,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
19,TOBIAS,PLANGGER,AUT,6.15,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
20,LUKAS,KNAPP,AUT,6.16,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
21,NICKOLAIE,RIVADENEIRA,ECU,6.30,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
22,LINUS,BADER,GER,6.39,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
23,SEBASTIAN,LUCKE,GER,6.43,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
24,AYUMU,MITA,JPN,6.47,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
25,SHUTO,FUJINO,JPN,6.59,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
26,AKIHISA,KAJI,JPN,6.71,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
27,ZACH,HAMMER,USA,6.79,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
28,OLIVER,KUANG,USA,6.81,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
29,DARREN,SKOLNIK,USA,6.82,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
30,HAJIME,TAKEDA,JPN,6.85,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
31,RICHARD,LI,USA,7.43,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
32,CALRIN,CURTIS,RSA,7.79,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
33,SILAS,CHANG,USA,8.21,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
34,MICAH,LISS,USA,fall,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
35,ARDCH,INTRACHUPONGSE,THA,false start,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Men
1,ALEKSANDRA,MIROSLAW,POL,6.89,6.93,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
2,ALEKSANDRA,KALUCKA,POL,7.24,7.83,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
3,NATALIA,KALUCKA,POL,7.47,7.52,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
4,EMMA,HUNT,USA,7.29,7.58,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
5,AURELIA,SARISSON,FRA,7.45,12.26,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
6,PATRYCJA,CHUDZIAK,POL,7.67,8.87,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
7,BEATRICE,COLLI,ITA,7.89,fall,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
8,ANDREA,ROJAS,ECU,8.03,8.03,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
9,FRANZISKA,RITTER,GER,7.90,fall,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
10,CAPUCINE,VIGLIONE,FRA,8.07,9.37,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
11,GIULIA,RANDI,ITA,8.12,8.13,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
12,VICTOIRE,ANDRIER,FRA,8.20,8.38,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
13,NURIA,BROCKFELD,GER,8.40,8.22,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
14,TETIANA,KOLKOTINA,UKR,8.55,8.64,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
15,PIPER,KELLY,USA,8.663,9.36,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
16,KARIN,HAYASHI,JPN,8.668,8.98,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
17,FUMIKA,KAWAKAMI,JPN,8.78,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
18,ANNA,BROZEK,POL,8.81,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
19,CALLIE,CLOSE,USA,8.94,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
20,MARÍA,LABORDA SAGASTE,ESP,9.04,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
21,SOPHIA,CURCIO,USA,9.40,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
22,OLIVIA,MA,USA,9.48,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
23,VALERIA,MACIAS FERREIRA,MEX,10.04,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
24,ALEJANDRA,CONTRERAS,CHI,10.10,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
25,ISABEL,GIFFORD,USA,10.76,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
26,ARANTZA,FERNÁNDEZ GUTIERREZ,MEX,10.99,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
27,GRACE,CROWLEY,AUS,11.48,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
28,LIBERTY,RUNNELS,USA,13.43,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
29,MARÍA FERNANDA,HIDALGO AMEZQUITA,MEX,fall,,Salt_Lake_City_(USA)_2022,20 May - 22 May 2022,Women
1,VEDDRIQ,LEONARDO,INA,5.28,6.33,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
2,TOBIAS,PLANGGER,AUT,5.826,fall,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
3,LUDOVICO,FOSSALI,ITA,5.68,5.49,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
4,MARCIN,DZIENSKI,POL,5.732,5.56,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
5,KIROMAL,KATIBIN,INA,5.10 (wr) (asr),fall,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
6,JOHN,BROSLER,USA,5.57,6.74,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
7,ERIK,NOYA CARDONA,ESP,5.67,5.66,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
8,SAMUEL,WATSON,USA,5.739,6.10,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
9,EUNCHEOL,SHIN,KOR,5.58,5.68,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
10,YONGJUN,JUNG,KOR,5.71,5.84,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
11,SEUNGBEOM,LEE,KOR,5.737,5.70,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
12,GUILLAUME,MORO,FRA,5.74,5.61,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
13,AMIR,MAIMURATOV,KAZ,5.76,8.41,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
14,PIERRE,REBREYEND,FRA,5.827,5.66,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
15,ETHAN,PITCHER,CAN,5.83,5.90,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
16,SEBASTIAN,LUCKE,GER,5.87,fall,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
17,CARLOS,GRANJA,ECU,5.89,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
18,SHUTO,FUJINO,JPN,5.90,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
19,GIAN LUCA,ZODDA,ITA,5.92,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
20,MERRITT,ERNSBERGER,USA,6.00,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
21,YUDAI,IKEDA,JPN,6.125,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
22,ISAAC,ESTEVEZ,ECU,6.129,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
23,YANN,LE CLERCQ DE LANNOY,FRA,6.13,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
24,NICKOLAIE,RIVADENEIRA,ECU,6.25,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
25,MINSOO,PARK,KOR,6.28,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
26,TAEUNG,MOON,KOR,6.30,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
27,MICAH,LISS,USA,6.32,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
28,JOE,GOODACRE,USA,6.33,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
29,LINUS,BADER,GER,6.36,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
30,DYLAN,LE,CAN,6.461,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
31,PAOLO,RIVADENEIRA,ECU,6.467,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
32,AYUMU,MITA,JPN,6.50,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
33,AKIHISA,KAJI,JPN,6.54,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
34,QUINN,O'FRANCIA,USA,6.72,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
35,DARREN,SKOLNIK,USA,7.30,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
36,LUKAS,KNAPP,AUT,7.43,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
37,CALRIN,CURTIS,RSA,7.97,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
38,SILAS,CHANG,USA,8.01,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
39,ARDCH,INTRACHUPONGSE,THA,8.07,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
40,HAJIME,TAKEDA,JPN,8.78,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
41,OLIVER,KUANG,USA,9.89,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
42,ZACH,HAMMER,USA,10.11,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
43,RICHARD,LI,USA,15.40,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
44,TERENCE,SARAMANDIF,MRI,34.54,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
45,NOAH,BRATSCHI,USA,false start,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
45,LEANDER,CARMANNS,GER,false start,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Men
1,ALEKSANDRA,MIROSLAW,POL,6.53 (wr) (er),6.54,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
2,EMMA,HUNT,USA,7.05 (par),fall,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
3,ALEKSANDRA,KALUCKA,POL,7.04,7.96,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
4,NATALIA,KALUCKA,POL,7.16,fall,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
5,GIULIA,RANDI,ITA,7.58,7.77,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
6,BEATRICE,COLLI,ITA,7.60,7.40,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
7,CAPUCINE,VIGLIONE,FRA,7.78,8.48,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
8,FRANZISKA,RITTER,GER,7.86,7.82,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
9,PATRYCJA,CHUDZIAK,POL,7.66,7.65,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
10,KARIN,HAYASHI,JPN,7.70,8.31,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
11,ANDREA,ROJAS,ECU,7.93,7.77,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
12,NURIA,BROCKFELD,GER,8.10,7.98,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
13,PIPER,KELLY,USA,8.41,11.45,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
14,CALLIE,CLOSE,USA,8.44,8.24,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
15,ANNA,BROZEK,POL,8.52,8.01,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
16,TETIANA,KOLKOTINA,UKR,8.56,10.39,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
17,FUMIKA,KAWAKAMI,JPN,8.74,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
18,YOUJIN,CHA,KOR,8.75,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
19,MARÍA,LABORDA SAGASTE,ESP,9.08,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
20,ALEJANDRA,CONTRERAS,CHI,9.21,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
21,SOPHIA,CURCIO,USA,9.34,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
22,HANAREUM,SUNG,KOR,9.38,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
23,VALERIA,MACIAS FERREIRA,MEX,9.46,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
24,ISABEL,GIFFORD,USA,10.04,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
25,ADDYSON,TALLENT,USA,10.22,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
26,ARANTZA,FERNÁNDEZ GUTIERREZ,MEX,10.57,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
27,VICTOIRE,ANDRIER,FRA,10.83,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
28,LIBERTY,RUNNELS,USA,12.55,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
29,GRACE,CROWLEY,AUS,14.53,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
30,MARÍA FERNANDA,HIDALGO AMEZQUITA,MEX,14.80,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
31,DORIANE,SARAMANDIF,MRI,28.10,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
32,AURELIA,SARISSON,FRA,false start,,Salt_Lake_City_(USA)_2022,27 May - 29 May 2022,Women
1,JIANGUO,LONG,CHN,5.22,5.23,Villars_(SUI)_2022,30 June - 2 July 2022,Men
2,PENG,WU,CHN,5.32,5.24,Villars_(SUI)_2022,30 June - 2 July 2022,Men
3,JINBAO,LONG,CHN,5.36,5.16,Villars_(SUI)_2022,30 June - 2 July 2022,Men
4,VEDDRIQ,LEONARDO,INA,5.37,fall,Villars_(SUI)_2022,30 June - 2 July 2022,Men
5,KIROMAL,KATIBIN,INA,5.04 (wr) (asr),fall,Villars_(SUI)_2022,30 June - 2 July 2022,Men
6,LONG,CAO,CHN,5.21,false start,Villars_(SUI)_2022,30 June - 2 July 2022,Men
7,JOHN,BROSLER,USA,5.35,5.31,Villars_(SUI)_2022,30 June - 2 July 2022,Men
8,GUILLAUME,MORO,FRA,5.49,6.13,Villars_(SUI)_2022,30 June - 2 July 2022,Men
9,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.33,false start,Villars_(SUI)_2022,30 June - 2 July 2022,Men
10,ALFIAN,MUHAMMAD FAJRI,INA,5.43,6.39,Villars_(SUI)_2022,30 June - 2 July 2022,Men
11,RAHMAD,ADI MULYONO,INA,5.450,5.47,Villars_(SUI)_2022,30 June - 2 July 2022,Men
12,LUDOVICO,FOSSALI,ITA,5.453,false start,Villars_(SUI)_2022,30 June - 2 July 2022,Men
13,ERIK,NOYA CARDONA,ESP,5.50,5.66,Villars_(SUI)_2022,30 June - 2 July 2022,Men
14,MARCIN,DZIENSKI,POL,5.54,5.59,Villars_(SUI)_2022,30 June - 2 July 2022,Men
15,ZAENAL,ARIPIN,INA,5.57,5.66,Villars_(SUI)_2022,30 June - 2 July 2022,Men
16,SAMUEL,WATSON,USA,5.58,false start,Villars_(SUI)_2022,30 June - 2 July 2022,Men
17,ASPAR,ASPAR,INA,5.59,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
18,RYO,OMASA,JPN,5.61,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
19,EUNCHEOL,SHIN,KOR,5.63,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
20,GIAN LUCA,ZODDA,ITA,5.704,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
21,RISHAT,KHAIBULLIN,KAZ,5.705,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
22,YONGJUN,JUNG,KOR,5.73,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
23,LEANDER,CARMANNS,GER,5.74,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
24,ALESSANDRO,CINGARI,ITA,5.78,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
25,NOAH,BRATSCHI,USA,5.791,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
26,ALESSANDRO,BOULOS,ITA,5.798,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
27,TOBIAS,PLANGGER,AUT,5.83 (5.850),,Villars_(SUI)_2022,30 June - 2 July 2022,Men
28,PIERRE,REBREYEND,FRA,5.83 (5.965),,Villars_(SUI)_2022,30 June - 2 July 2022,Men
29,MATTEO,ZURLONI,ITA,5.84,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
